,ngay,KLDichRong,GiaTriGiaoDichRong,ThayDoi,KhoiLuongMua,GiaTriMua,KhoiLuongBan,GiaTriBan,symbol  

2,01/09/2020,0 ,0 ,31.0148 (-11.64 %)   ,0 ,0 ,0 ,0 ,TDB

3,31/08/2020,0 ,0 ,31.0148 (-11.64 %)   ,0 ,0 ,0 ,0 ,TDB

4,28/08/2020,0 ,0 ,31.0148 (-11.64 %)   ,0 ,0 ,0 ,0 ,TDB

5,27/08/2020,0 ,0 ,31.0148 (-11.64 %)   ,0 ,0 ,0 ,0 ,TDB

6,26/08/2020,0 ,0 ,31.0148 (-11.64 %)   ,0 ,0 ,0 ,0 ,TDB

7,25/08/2020,0 ,0 ,31.0148 (-11.64 %)   ,0 ,0 ,0 ,0 ,TDB

8,24/08/2020,0 ,0 ,31.0148 (-11.64 %)   ,0 ,0 ,0 ,0 ,TDB

9,21/08/2020,0 ,0 ,31.0148 (-11.64 %)   ,0 ,0 ,0 ,0 ,TDB

10,20/08/2020,0 ,0 ,31.0148 (-11.64 %)   ,0 ,0 ,0 ,0 ,TDB

11,19/08/2020,0 ,0 ,31.0148 (-11.64 %)   ,0 ,0 ,0 ,0 ,TDB

12,18/08/2020,0 ,0 ,31.0148 (-11.64 %)   ,0 ,0 ,0 ,0 ,TDB

13,17/08/2020,0 ,0 ,31.0148 (-11.64 %)   ,0 ,0 ,0 ,0 ,TDB

14,14/08/2020,0 ,0 ,31.0148 (-11.64 %)   ,0 ,0 ,0 ,0 ,TDB

15,13/08/2020,0 ,0 ,31.0148 (-11.64 %)   ,0 ,0 ,0 ,0 ,TDB

16,12/08/2020,0 ,0 ,31.0148 (-11.64 %)   ,0 ,0 ,0 ,0 ,TDB

17,11/08/2020,0 ,0 ,31.0148 (-11.64 %)   ,0 ,0 ,0 ,0 ,TDB

18,10/08/2020,0 ,0 ,31.0148 (-11.64 %)   ,0 ,0 ,0 ,0 ,TDB

19,07/08/2020,0 ,0 ,31.0148 (-11.64 %)   ,0 ,0 ,0 ,0 ,TDB

0,06/08/2020,0 ,0 ,31.0148 (-11.64 %)   ,0 ,0 ,0 ,0 ,TDB

1,05/08/2020,0 ,0 ,31.0148 (-11.64 %)   ,0 ,0 ,0 ,0 ,TDB

2,04/08/2020,0 ,0 ,31.0148 (-11.64 %)   ,0 ,0 ,0 ,0 ,TDB

3,03/08/2020,0 ,0 ,31.0148 (-11.64 %)   ,0 ,0 ,0 ,0 ,TDB

4,31/07/2020,0 ,0 ,31.0148 (-11.64 %)   ,0 ,0 ,0 ,0 ,TDB

5,30/07/2020,0 ,0 ,31.0148 (-11.64 %)   ,0 ,0 ,0 ,0 ,TDB

6,29/07/2020,0 ,0 ,30.9264 (-11.64 %)   ,0 ,0 ,0 ,0 ,TDB

7,28/07/2020,0 ,0 ,30.9264 (-11.64 %)   ,0 ,0 ,0 ,0 ,TDB

8,27/07/2020,0 ,0 ,30.9264 (-11.64 %)   ,0 ,0 ,0 ,0 ,TDB

9,24/07/2020,0 ,0 ,30.9249 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

10,23/07/2020,0 ,0 ,30.9249 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

11,22/07/2020,0 ,0 ,30.9249 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

12,21/07/2020,0 ,0 ,30.9249 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

13,20/07/2020,0 ,0 ,30.9249 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

14,17/07/2020,0 ,0 ,30.9249 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

15,16/07/2020,0 ,0 ,30.9249 (-15.96 %)   ,0 ,0 ,0 ,0 ,TDB

16,15/07/2020,0 ,0 ,30.9249 (-11.89 %)   ,0 ,0 ,0 ,0 ,TDB

17,14/07/2020,0 ,0 ,29.3369 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

18,13/07/2020,0 ,0 ,29.3369 (-20.71 %)   ,0 ,0 ,0 ,0 ,TDB

19,10/07/2020,0 ,0 ,30.9249 (-11.64 %)   ,0 ,0 ,0 ,0 ,TDB

0,09/07/2020,0 ,0 ,29.2533 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

1,08/07/2020,0 ,0 ,29.2533 (-19.63 %)   ,0 ,0 ,0 ,0 ,TDB

2,07/07/2020,0 ,0 ,30.4234 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

3,06/07/2020,0 ,0 ,30.4234 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

4,03/07/2020,0 ,0 ,30.4234 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

5,02/07/2020,0 ,0 ,30.4234 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

6,01/07/2020,0 ,0 ,30.4234 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

7,30/06/2020,0 ,0 ,30.4234 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

8,29/06/2020,0 ,0 ,30.4234 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

9,26/06/2020,0 ,0 ,30.4234 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

10,24/06/2020,0 ,0 ,30.507 (-14.06 %)   ,0 ,0 ,0 ,0 ,TDB

11,23/06/2020,0 ,0 ,29.6712 (-15.47 %)   ,0 ,0 ,0 ,0 ,TDB

12,22/06/2020,0 ,0 ,29.3369 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

13,19/06/2020,0 ,0 ,29.3369 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

14,18/06/2020,0 ,0 ,29.3369 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

15,17/06/2020,0 ,0 ,29.3369 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

16,16/06/2020,0 ,0 ,29.3369 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

17,15/06/2020,0 ,0 ,29.3369 (-17.59 %)   ,0 ,0 ,0 ,0 ,TDB

18,12/06/2020,0 ,0 ,30.0891 (-14.76 %)   ,0 ,0 ,0 ,0 ,TDB

19,11/06/2020,0 ,0 ,0 (0.00 %)   ,0 ,0 ,0 ,0 ,TDB

0,10/06/2020,0 ,0 ,30.9249 (-14.10 %)   ,0 ,0 ,0 ,0 ,TDB

1,09/06/2020,0 ,0 ,30.0891 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

2,08/06/2020,0 ,0 ,30.0891 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

3,05/06/2020,0 ,0 ,30.0891 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

4,04/06/2020,0 ,0 ,30.0891 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

5,03/06/2020,0 ,0 ,30.0891 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

6,02/06/2020,0 ,0 ,30.0891 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

7,01/06/2020,0 ,0 ,30.0891 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

8,29/05/2020,0 ,0 ,30.0891 (-15.72 %)   ,0 ,0 ,0 ,0 ,TDB

9,28/05/2020,0 ,0 ,29.8383 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

10,27/05/2020,0 ,0 ,29.8383 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

11,26/05/2020,0 ,0 ,29.8383 (-17.12 %)   ,0 ,0 ,0 ,0 ,TDB

12,25/05/2020,0 ,0 ,30.0891 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

13,22/05/2020,0 ,0 ,30.0891 (-5.97 %)   ,0 ,0 ,0 ,0 ,TDB

14,21/05/2020,0 ,0 ,26.7459 (-24.66 %)   ,0 ,0 ,0 ,0 ,TDB

15,20/05/2020,0 ,0 ,29.6712 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

16,19/05/2020,0 ,0 ,29.6712 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

17,18/05/2020,0 ,0 ,29.6712 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

18,15/05/2020,0 ,0 ,29.6712 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

19,14/05/2020,0 ,0 ,29.6712 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

0,13/05/2020,0 ,0 ,29.6712 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

1,12/05/2020,0 ,0 ,29.6712 (-17.58 %)   ,0 ,0 ,0 ,0 ,TDB

2,11/05/2020,0 ,0 ,30.0891 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

3,08/05/2020,0 ,0 ,30.0891 (-11.50 %)   ,0 ,0 ,0 ,0 ,TDB

4,07/05/2020,0 ,0 ,28.4175 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

5,06/05/2020,0 ,0 ,28.4175 (-18.34 %)   ,0 ,0 ,0 ,0 ,TDB

6,05/05/2020,0 ,0 ,29.0861 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

7,04/05/2020,0 ,0 ,29.1697 (-16.90 %)   ,0 ,0 ,0 ,0 ,TDB

8,29/04/2020,0 ,0 ,29.3369 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

9,28/04/2020,0 ,0 ,29.3369 (-18.51 %)   ,0 ,0 ,0 ,0 ,TDB

10,27/04/2020,0 ,0 ,30.0891 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

11,24/04/2020,0 ,0 ,30.0891 (-11.76 %)   ,0 ,0 ,0 ,0 ,TDB

12,23/04/2020,0 ,0 ,28.5011 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

13,22/04/2020,0 ,0 ,28.5011 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

14,21/04/2020,0 ,0 ,28.5011 (-22.97 %)   ,0 ,0 ,0 ,0 ,TDB

15,20/04/2020,0 ,0 ,30.9249 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

16,17/04/2020,0 ,0 ,30.9249 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

17,16/04/2020,0 ,0 ,30.9249 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

18,15/04/2020,0 ,0 ,30.9249 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

19,14/04/2020,0 ,0 ,30.9249 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

0,13/04/2020,0 ,0 ,30.9249 (-11.64 %)   ,0 ,0 ,0 ,0 ,TDB

1,10/04/2020,0 ,0 ,30.0891 (-14.52 %)   ,0 ,0 ,0 ,0 ,TDB

2,09/04/2020,0 ,0 ,28.5011 (-28.92 %)   ,0 ,0 ,0 ,0 ,TDB

3,08/04/2020,0 ,0 ,33.5159 (-28.84 %)   ,0 ,0 ,0 ,0 ,TDB

4,07/04/2020,0 ,0 ,39.3666 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

5,06/04/2020,0 ,0 ,39.3666 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

6,03/04/2020,0 ,0 ,39.3666 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

7,01/04/2020,0 ,0 ,39.3666 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

8,31/03/2020,0 ,0 ,39.3666 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

9,30/03/2020,0 ,0 ,39.3666 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

10,27/03/2020,0 ,0 ,39.3666 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

11,26/03/2020,0 ,0 ,39.3666 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

12,25/03/2020,0 ,0 ,39.3666 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

13,24/03/2020,0 ,0 ,39.3666 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

14,23/03/2020,0 ,0 ,39.3666 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

15,20/03/2020,0 ,0 ,39.3666 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

16,19/03/2020,0 ,0 ,39.3666 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

17,18/03/2020,0 ,0 ,39.3666 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

18,17/03/2020,0 ,0 ,39.3666 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

19,16/03/2020,0 ,0 ,39.3666 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

0,13/03/2020,0 ,0 ,39.3666 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

1,12/03/2020,0 ,0 ,0 (0.00 %)   ,0 ,0 ,0 ,0 ,TDB

2,11/03/2020,0 ,0 ,0 (0.00 %)   ,0 ,0 ,0 ,0 ,TDB

3,10/03/2020,0 ,0 ,39.3666 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

4,09/03/2020,0 ,0 ,39.3666 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

5,06/03/2020,0 ,0 ,39.3666 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

6,05/03/2020,0 ,0 ,39.3666 (-3.98 %)   ,0 ,0 ,0 ,0 ,TDB

7,04/03/2020,0 ,0 ,34.2681 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

8,03/03/2020,0 ,0 ,34.2681 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

9,02/03/2020,0 ,0 ,34.2681 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

10,28/02/2020,0 ,0 ,34.2681 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

11,27/02/2020,0 ,0 ,34.2681 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

12,26/02/2020,0 ,0 ,34.2681 (-16.42 %)   ,0 ,0 ,0 ,0 ,TDB

13,25/02/2020,0 ,0 ,34.2681 (-4.01 %)   ,0 ,0 ,0 ,0 ,TDB

14,24/02/2020,0 ,0 ,29.8383 (-14.26 %)   ,0 ,0 ,0 ,0 ,TDB

15,21/02/2020,0 ,0 ,29.0864 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

16,20/02/2020,0 ,0 ,29.0864 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

17,19/02/2020,0 ,0 ,29.0864 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

18,18/02/2020,0 ,0 ,29.7382 (-13.55 %)   ,0 ,0 ,0 ,0 ,TDB

19,17/02/2020,0 ,0 ,28.5161 (-25.93 %)   ,0 ,0 ,0 ,0 ,TDB

0,14/02/2020,0 ,0 ,31.3677 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

1,13/02/2020,0 ,0 ,31.3677 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

2,12/02/2020,0 ,0 ,31.3677 (-14.06 %)   ,0 ,0 ,0 ,0 ,TDB

3,11/02/2020,0 ,0 ,29.7382 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

4,10/02/2020,0 ,0 ,29.7382 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

5,07/02/2020,0 ,0 ,29.7382 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

6,06/02/2020,0 ,0 ,29.7382 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

7,05/02/2020,0 ,0 ,29.7382 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

8,04/02/2020,0 ,0 ,29.7382 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

9,03/02/2020,0 ,0 ,29.7382 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

10,31/01/2020,0 ,0 ,29.7382 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

11,30/01/2020,0 ,0 ,29.7382 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

12,22/01/2020,0 ,0 ,29.7382 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

13,21/01/2020,0 ,0 ,29.7382 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

14,20/01/2020,0 ,0 ,29.7382 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

15,16/01/2020,0 ,0 ,28.9235 (-20.76 %)   ,0 ,0 ,0 ,0 ,TDB

16,15/01/2020,0 ,0 ,29.7382 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

17,14/01/2020,0 ,0 ,29.7382 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

18,13/01/2020,0 ,0 ,29.7382 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

19,10/01/2020,0 ,0 ,0 (0.00 %)   ,0 ,0 ,0 ,0 ,TDB

0,09/01/2020,0 ,0 ,29.7382 (-17.16 %)   ,0 ,0 ,0 ,0 ,TDB

1,08/01/2020,0 ,0 ,29.7382 (-16.23 %)   ,0 ,0 ,0 ,0 ,TDB

2,07/01/2020,0 ,0 ,28.9235 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

3,06/01/2020,0 ,0 ,28.9235 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

4,03/01/2020,0 ,0 ,28.9235 (-18.75 %)   ,0 ,0 ,0 ,0 ,TDB

5,02/01/2020,0 ,0 ,29.0049 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

6,31/12/2019,0 ,0 ,29.0049 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

7,30/12/2019,-100 ,"-3,550,000 ",28.9235 (-18.53 %)   ,0 ,0 ,100 ,"3,550,000 ",TDB

8,27/12/2019,0 ,0 ,28.9235 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

9,26/12/2019,0 ,0 ,28.9235 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

10,25/12/2019,0 ,0 ,28.9235 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

11,24/12/2019,0 ,0 ,28.9235 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

12,23/12/2019,0 ,0 ,28.9235 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

13,20/12/2019,0 ,0 ,28.9235 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

14,19/12/2019,0 ,0 ,28.9235 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

15,18/12/2019,0 ,0 ,28.9235 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

16,17/12/2019,0 ,0 ,28.9235 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

17,16/12/2019,0 ,0 ,28.9235 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

18,13/12/2019,0 ,0 ,28.679 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

19,12/12/2019,0 ,0 ,28.679 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

0,11/12/2019,0 ,0 ,28.679 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

1,10/12/2019,0 ,0 ,28.679 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

2,09/12/2019,0 ,0 ,28.679 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

3,06/12/2019,0 ,0 ,28.679 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

4,05/12/2019,0 ,0 ,28.679 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

5,04/12/2019,0 ,0 ,28.679 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

6,03/12/2019,0 ,0 ,28.679 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

7,02/12/2019,0 ,0 ,29.3308 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

8,29/11/2019,0 ,0 ,29.3308 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

9,28/11/2019,0 ,0 ,29.3308 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

10,27/11/2019,0 ,0 ,29.3308 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

11,26/11/2019,0 ,0 ,29.3308 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

12,25/11/2019,0 ,0 ,29.3308 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

13,22/11/2019,0 ,0 ,29.3308 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

14,21/11/2019,0 ,0 ,29.3308 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

15,20/11/2019,0 ,0 ,29.3308 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

16,19/11/2019,0 ,0 ,29.3308 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

17,18/11/2019,0 ,0 ,29.3308 (-16.91 %)   ,0 ,0 ,0 ,0 ,TDB

18,15/11/2019,0 ,0 ,28.7605 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

19,14/11/2019,0 ,0 ,28.7605 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

0,13/11/2019,0 ,0 ,28.7605 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

1,12/11/2019,0 ,0 ,28.7605 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

2,11/11/2019,0 ,0 ,28.7605 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

3,08/11/2019,0 ,0 ,28.7605 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

4,07/11/2019,0 ,0 ,28.7605 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

5,06/11/2019,0 ,0 ,28.7605 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

6,05/11/2019,0 ,0 ,28.7605 (-18.53 %)   ,0 ,0 ,0 ,0 ,TDB

7,04/11/2019,0 ,0 ,28.7594 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

8,01/11/2019,0 ,0 ,28.7594 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

9,31/10/2019,0 ,0 ,28.7594 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

10,30/10/2019,0 ,0 ,28.7594 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

11,29/10/2019,0 ,0 ,28.7594 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

12,28/10/2019,0 ,0 ,28.7594 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

13,25/10/2019,0 ,0 ,28.7594 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

14,24/10/2019,0 ,0 ,28.7594 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

15,23/10/2019,0 ,0 ,28.7594 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

16,22/10/2019,0 ,0 ,28.7594 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

17,21/10/2019,0 ,0 ,28.7594 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

18,18/10/2019,0 ,0 ,28.7594 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

19,17/10/2019,0 ,0 ,28.7594 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

0,16/10/2019,0 ,0 ,28.7594 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

1,15/10/2019,0 ,0 ,28.7594 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

2,14/10/2019,0 ,0 ,28.7594 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

3,11/10/2019,0 ,0 ,28.7594 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

4,10/10/2019,0 ,0 ,28.7594 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

5,09/10/2019,0 ,0 ,28.7594 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

6,08/10/2019,0 ,0 ,28.7594 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

7,07/10/2019,0 ,0 ,28.7594 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

8,04/10/2019,0 ,0 ,28.7594 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

9,03/10/2019,0 ,0 ,28.839 (-20.77 %)   ,0 ,0 ,0 ,0 ,TDB

10,02/10/2019,0 ,0 ,28.9984 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

11,01/10/2019,0 ,0 ,28.9984 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

12,30/09/2019,0 ,0 ,28.9984 (-20.11 %)   ,0 ,0 ,0 ,0 ,TDB

13,27/09/2019,0 ,0 ,28.9187 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

14,26/09/2019,0 ,0 ,28.9187 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

15,25/09/2019,0 ,0 ,28.9187 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

16,24/09/2019,0 ,0 ,28.839 (-20.99 %)   ,0 ,0 ,0 ,0 ,TDB

17,23/09/2019,0 ,0 ,29.078 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

18,20/09/2019,0 ,0 ,29.078 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

19,19/09/2019,0 ,0 ,29.078 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

0,18/09/2019,0 ,0 ,29.078 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

1,17/09/2019,0 ,0 ,29.078 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

2,16/09/2019,0 ,0 ,29.078 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

3,13/09/2019,0 ,0 ,29.078 (-21.41 %)   ,0 ,0 ,0 ,0 ,TDB

4,12/09/2019,0 ,0 ,29.4764 (-19.24 %)   ,0 ,0 ,0 ,0 ,TDB

5,11/09/2019,0 ,0 ,29.078 (-31.26 %)   ,0 ,0 ,0 ,0 ,TDB

6,10/09/2019,0 ,0 ,33.6986 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

7,09/09/2019,0 ,0 ,33.6986 (-8.43 %)   ,0 ,0 ,0 ,0 ,TDB

8,06/09/2019,0 ,0 ,29.317 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

9,05/09/2019,0 ,0 ,29.317 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

10,04/09/2019,0 ,0 ,29.317 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

11,03/09/2019,0 ,0 ,29.317 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

12,30/08/2019,0 ,0 ,29.317 (-20.76 %)   ,0 ,0 ,0 ,0 ,TDB

13,29/08/2019,0 ,0 ,29.4764 (-19.24 %)   ,0 ,0 ,0 ,0 ,TDB

14,28/08/2019,0 ,0 ,29.078 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

15,27/08/2019,0 ,0 ,29.078 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

16,26/08/2019,0 ,0 ,29.078 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

17,23/08/2019,0 ,0 ,29.078 (-22.04 %)   ,0 ,0 ,0 ,0 ,TDB

18,22/08/2019,0 ,0 ,29.7154 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

19,21/08/2019,0 ,0 ,29.7154 (-20.33 %)   ,0 ,0 ,0 ,0 ,TDB

